request_date,request_timestamp,warehouse_zone,aisle_number,shelf_level,distance_from_dock_meters,storage_type,active_retrievals_count,dock_queue_length,aisle_traffic_level,shift_hour,day_of_week,num_packages,total_weight_kg,requires_forklift,fragile_handling,num_aisles_to_visit,special_equipment_needed,operator_experience_years,operator_shift_fatigue,retrieval_time_minutes
2025-04-26,2025-04-26 11:44:56,Zone_D,41,Mid,404.2,pallet_rack,12,6.0,High,11,Saturday,22,25.7,False,False,4,none,0.2,3.9,151.04
2025-07-18,2025-07-18 10:02:15,Zone_B,17,High,148.3,pallet_rack,7,1.0,Low,10,Friday,22,93.4,True,False,1,none,0.5,6.5,55.62
2025-07-30,2025-07-30 08:23:40,Zone_D,42,High,377.4,hazmat,12,6.0,High,8,Wednesday,12,51.7,True,False,1,hazmat_suit,0.2,7.5,205.86
2025-09-30,2025-09-30 13:49:58,Zone_D,11,Mid,370.3,cold_storage,18,11.0,High,13,Tuesday,13,198.7,True,False,3,cold_gear,2.6,10.5,205.89
2025-11-14,2025-11-14 06:18:55,Zone_A,22,Floor,138.3,bulk_floor,18,9.0,Low,6,Friday,31,153.5,False,False,2,none,1.8,0.2,60.76
2025-05-02,2025-05-02 23:03:44,Zone_A,28,Floor,21.0,pallet_rack,29,16.0,Medium,23,Friday,22,35.8,False,False,10,none,9.1,4.1,148.88
2025-12-29,2025-12-29 12:13:23,Zone_C,44,Floor,345.2,pallet_rack,9,3.0,Medium,12,Monday,53,46.4,False,True,2,none,1.3,1.0,103.21
2025-03-06,2025-03-06 11:59:44,Zone_C,17,Mid,195.5,pallet_rack,22,14.0,High,11,Thursday,5,273.1,False,False,7,none,4.2,4.2,204.64
2025-10-25,2025-10-25 18:17:46,Zone_D,45,Floor,482.6,bulk_floor,0,2.0,Medium,18,Saturday,26,180.9,False,False,3,none,4.3,8.7,109.29
2025-07-09,2025-07-09 08:17:19,Zone_B,28,High,106.4,bulk_floor,10,5.0,Low,8,Wednesday,37,33.7,True,True,1,none,4.9,0.5,56.88
2025-06-25,2025-06-25 16:24:23,Zone_B,21,Floor,170.6,pallet_rack,0,0.0,High,16,Wednesday,19,199.9,False,False,4,none,5.2,4.9,58.69
2025-10-01,2025-10-01 10:26:04,Zone_B,40,High,159.2,pallet_rack,15,,Low,10,Wednesday,19,263.6,True,False,2,none,2.3,4.8,74.21
2025-11-06,2025-11-06 19:56:09,Zone_A,38,Mid,78.6,cold_storage,8,0.0,Medium,19,Thursday,38,158.6,False,True,3,cold_gear,1.2,10.6,93.91
2025-10-19,2025-10-19 17:41:51,Zone_A,33,Floor,99.5,hazmat,21,7.0,High,17,Sunday,40,44.2,True,True,8,hazmat_suit,1.3,7.6,212.51
2025-11-01,2025-11-01 11:53:47,Zone_A,34,Mid,119.9,pallet_rack,18,10.0,Low,11,Saturday,16,30.4,False,False,4,none,2.3,7.7,95.3
2025-08-25,2025-08-25 12:45:27,Zone_B,11,High,158.8,bulk_floor,3,1.0,High,12,Monday,10,933.0,True,False,2,cold_gear,2.4,9.8,117.46
2025-12-19,2025-12-19 02:21:52,Zone_A,31,High,85.7,pallet_rack,10,8.0,Medium,2,Friday,17,154.1,True,False,4,none,0.1,4.5,131.73
2025-09-03,2025-09-03 13:04:02,Zone_C,22,High,312.6,cold_storage,17,11.0,Medium,13,Wednesday,7,9.4,True,True,5,cold_gear,3.1,10.6,242.51
2025-02-08,2025-02-08 03:21:37,Zone_B,20,Floor,247.2,pallet_rack,15,8.0,Medium,3,Saturday,12,27.1,False,False,5,none,5.8,10.5,125.16
2025-01-23,2025-01-23 13:44:05,Zone_A,38,Mid,17.6,pallet_rack,34,22.0,Medium,13,Thursday,30,103.9,False,True,3,none,6.8,11.8,128.55
2025-10-01,2025-10-01 11:47:14,Zone_C,45,Floor,287.7,pallet_rack,19,,High,11,Wednesday,4,47.0,True,False,1,none,5.4,7.5,100.15
2025-12-16,2025-12-16 10:42:20,Zone_B,16,Mid,122.1,pallet_rack,20,11.0,Medium,10,Tuesday,10,62.1,False,False,1,none,2.1,11.4,68.6
2025-08-17,2025-08-17 21:08:31,Zone_C,28,Floor,309.2,pallet_rack,14,4.0,High,21,Sunday,6,344.5,False,False,4,none,0.8,3.6,135.89
2025-09-14,2025-09-14 19:11:34,Zone_B,40,Mid,8.0,bulk_floor,20,9.0,Medium,19,Sunday,6,85.3,False,True,2,none,15.9,8.6,53.79
2025-02-07,2025-02-07 21:44:50,Zone_A,22,Floor,48.4,hazmat,2,0.0,Medium,21,Friday,18,140.0,True,False,1,hazmat_suit,14.1,6.9,61.37
2025-08-01,2025-08-01 11:48:59,Zone_C,49,Mid,292.9,pallet_rack,5,3.0,Medium,11,Friday,6,43.5,False,True,4,none,0.4,5.3,84.43
2025-10-28,2025-10-28 15:12:08,Zone_D,9,Floor,324.1,bulk_floor,18,11.0,High,15,Tuesday,10,123.8,False,False,7,none,9.3,10.4,204.31
2025-10-23,2025-10-23 04:12:56,Zone_C,39,Floor,261.6,pallet_rack,15,13.0,High,4,Thursday,26,16.9,False,False,2,none,12.0,3.5,79.98
2025-11-13,2025-11-13 09:21:42,Zone_D,16,Mid,445.7,pallet_rack,11,5.0,High,9,Thursday,40,234.5,False,False,9,cold_gear,2.0,11.0,190.61
2025-10-31,2025-10-31 17:13:12,Zone_C,13,Floor,276.9,pallet_rack,13,6.0,Medium,17,Friday,7,26.9,False,False,1,none,0.5,11.7,82.51
2025-02-20,2025-02-20 09:12:15,Zone_B,7,Floor,160.3,bulk_floor,19,,Medium,9,Thursday,1,130.5,False,False,1,none,10.6,7.2,68.94
2025-09-06,2025-09-06 13:58:46,Zone_C,5,High,227.7,pallet_rack,4,0.0,High,13,Saturday,14,104.3,True,False,1,none,2.6,4.2,69.27
2025-03-02,2025-03-02 22:17:37,Zone_B,21,Floor,166.5,pallet_rack,22,8.0,Medium,22,Sunday,15,151.2,True,False,3,none,7.0,5.2,202.42
2025-08-19,2025-08-19 08:02:31,Zone_B,32,High,129.6,pallet_rack,7,0.0,Medium,8,Tuesday,17,111.1,True,False,1,none,1.8,9.9,53.41
2025-03-13,2025-03-13 12:14:16,Zone_A,30,High,29.0,bulk_floor,13,9.0,High,12,Thursday,8,28.2,True,True,5,none,7.4,1.8,119.93
2025-01-27,2025-01-27 07:37:04,Zone_B,22,Mid,183.4,pallet_rack,20,11.0,Medium,7,Monday,20,72.0,False,False,2,none,0.2,6.5,102.28
2025-09-22,2025-09-22 16:20:16,Zone_C,26,Mid,257.4,bulk_floor,14,11.0,Low,16,Monday,9,168.5,False,False,1,none,6.7,9.5,68.24
2025-10-21,2025-10-21 02:22:25,Zone_A,44,Floor,5.0,bulk_floor,8,5.0,Low,2,Tuesday,126,120.1,False,False,2,none,1.3,1.4,45.34
2025-05-26,2025-05-26 08:33:25,Zone_B,35,Floor,198.0,pallet_rack,16,10.0,Medium,8,Monday,9,79.2,False,False,2,none,2.4,10.7,80.01
2025-09-03,2025-09-03 07:16:19,Zone_C,18,High,168.6,bulk_floor,13,9.0,Low,7,Wednesday,22,88.5,True,False,8,none,1.8,10.4,176.38
2025-03-10,2025-03-10 09:29:07,Zone_A,46,High,74.2,pallet_rack,13,5.0,Low,9,Monday,5,85.4,True,False,4,none,3.0,10.5,106.15
2025-01-09,2025-01-09 16:41:47,Zone_C,20,Floor,345.6,bulk_floor,9,11.0,High,16,Thursday,34,86.1,False,False,2,none,2.9,4.0,125.3
2025-06-03,2025-06-03 09:12:14,Zone_D,47,Floor,357.9,pallet_rack,4,0.0,Low,9,Tuesday,8,434.0,False,False,3,hazmat_suit,2.9,3.5,82.68
2025-03-24,2025-03-24 09:43:59,Zone_D,14,Floor,436.5,pallet_rack,2,6.0,Low,9,Monday,12,589.8,False,False,1,none,2.6,9.3,72.33
2025-05-06,2025-05-06 18:45:44,Zone_C,11,Floor,331.6,pallet_rack,13,4.0,Low,18,Tuesday,5,243.3,False,False,6,none,1.1,10.5,107.25
2025-01-14,2025-01-14 20:40:29,Zone_D,7,High,412.4,pallet_rack,9,7.0,Low,20,Tuesday,14,102.2,True,False,1,none,4.3,4.6,105.38
2025-11-05,2025-11-05 14:54:21,Zone_B,16,Mid,178.4,pallet_rack,14,9.0,High,14,Wednesday,33,286.7,False,False,1,none,4.6,2.7,93.45
2025-03-11,2025-03-11 09:39:57,Zone_C,37,Mid,284.0,pallet_rack,23,16.0,Medium,9,Tuesday,1,77.2,False,False,2,none,5.2,8.7,137.54
2025-01-15,2025-01-15 11:32:49,Zone_A,35,Mid,74.6,pallet_rack,14,0.0,Medium,11,Wednesday,3,121.1,False,False,1,cold_gear,1.3,10.1,63.63
2025-07-04,2025-07-04 20:21:53,Zone_B,21,Mid,188.9,bulk_floor,28,24.0,Medium,20,Friday,14,20.5,False,False,1,none,1.6,9.0,129.99
2025-02-08,2025-02-08 10:52:15,Zone_C,37,Floor,293.4,pallet_rack,7,0.0,Medium,10,Saturday,12,15.2,False,False,1,cold_gear,8.7,7.3,68.42
2025-06-24,2025-06-24 05:32:03,Zone_C,11,Mid,250.5,bulk_floor,25,11.0,Low,5,Tuesday,7,71.4,False,False,2,none,3.6,3.0,86.86
2025-12-10,2025-12-10 11:24:49,Zone_D,13,Floor,346.9,bulk_floor,7,5.0,High,11,Wednesday,60,105.5,False,False,2,none,1.4,2.2,93.97
2025-05-18,2025-05-18 08:30:20,Zone_C,24,High,292.6,bulk_floor,0,0.0,High,8,Sunday,16,10.7,True,True,1,none,0.4,11.4,88.16
2025-03-10,2025-03-10 11:19:56,Zone_A,24,Floor,108.7,hazmat,0,0.0,Medium,11,Monday,55,407.1,True,False,2,hazmat_suit,4.9,0.5,74.4
2025-08-28,2025-08-28 09:50:15,Zone_B,20,Floor,177.4,bulk_floor,15,3.0,Medium,9,Thursday,44,371.3,True,False,2,none,12.8,9.7,69.65
2025-09-03,2025-09-03 10:03:30,Zone_B,50,Mid,155.4,bulk_floor,12,7.0,Medium,10,Wednesday,24,1547.4,True,False,1,none,5.6,5.9,70.47
2025-05-22,2025-05-22 07:52:52,Zone_A,50,Floor,12.8,hazmat,12,7.0,Medium,7,Thursday,2,41.5,True,False,1,hazmat_suit,4.3,3.8,71.54
2025-01-28,2025-01-28 11:18:11,Zone_B,44,Mid,205.8,bulk_floor,21,5.0,High,11,Tuesday,39,79.2,True,False,5,none,14.5,9.5,156.45
2025-03-10,2025-03-10 20:40:27,Zone_B,4,High,115.7,pallet_rack,17,9.0,Low,20,Monday,16,578.5,True,False,1,none,2.7,1.3,86.54
2025-06-17,2025-06-17 09:59:41,Zone_D,46,Mid,432.1,hazmat,23,18.0,High,9,Tuesday,7,255.4,True,False,2,hazmat_suit,7.5,1.8,234.84
2025-06-16,2025-06-16 18:08:18,Zone_D,1,Floor,316.5,pallet_rack,12,4.0,High,18,Monday,23,49.0,True,False,4,none,13.0,10.3,106.28
2025-06-04,2025-06-04 09:21:53,Zone_C,29,Floor,369.7,pallet_rack,27,17.0,Low,9,Wednesday,3,54.4,True,False,3,none,3.5,8.6,129.43
2025-11-10,2025-11-10 23:32:14,Zone_A,2,Mid,72.4,bulk_floor,0,0.0,Medium,23,Monday,15,11.4,False,True,2,none,10.2,9.2,38.29
2025-10-30,2025-10-30 19:55:39,Zone_A,26,Floor,121.1,cold_storage,6,0.0,Low,19,Thursday,10,21.7,False,False,3,cold_gear,0.6,6.9,69.56
2025-07-10,2025-07-10 10:18:18,Zone_B,46,High,239.9,bulk_floor,8,4.0,Low,10,Thursday,19,59.8,True,False,4,none,0.1,2.0,92.8
2025-04-04,2025-04-04 07:43:56,Zone_B,9,High,162.9,bulk_floor,0,0.0,Medium,7,Friday,11,626.0,True,False,1,none,0.7,10.4,62.65
2025-11-07,2025-11-07 13:46:56,Zone_C,15,Floor,277.9,pallet_rack,10,1.0,High,13,Friday,23,329.2,False,False,9,none,7.6,7.7,150.96
2025-06-16,2025-06-16 18:00:33,Zone_C,36,Floor,288.6,cold_storage,11,10.0,Medium,18,Monday,3,18.1,False,False,3,cold_gear,0.4,2.5,155.35
2025-08-26,2025-08-26 07:08:01,Zone_C,39,Mid,327.4,hazmat,22,19.0,Medium,7,Tuesday,19,92.7,True,False,1,hazmat_suit,16.2,6.3,188.01
2025-09-16,2025-09-16 02:47:09,Zone_C,41,Mid,293.5,pallet_rack,11,8.0,Low,2,Tuesday,9,105.4,False,False,1,none,3.1,1.0,66.55
2025-01-17,2025-01-17 18:24:17,Zone_B,4,Mid,80.5,pallet_rack,15,8.0,Low,18,Friday,7,46.4,True,False,1,none,13.4,1.0,47.62
2025-08-12,2025-08-12 01:12:58,Zone_A,19,Floor,158.8,bulk_floor,26,13.0,Low,1,Tuesday,9,140.1,False,False,2,none,5.4,1.9,77.89
2025-09-23,2025-09-23 17:31:28,Zone_C,45,Mid,331.0,pallet_rack,14,2.0,Low,17,Tuesday,54,75.6,False,False,1,hazmat_suit,4.2,7.4,89.73
2025-05-05,2025-05-05 10:06:34,Zone_A,7,High,45.7,pallet_rack,9,12.0,Low,10,Monday,12,183.6,True,False,1,none,13.4,6.3,45.41
2025-08-01,2025-08-01 19:40:06,Zone_A,20,High,93.7,bulk_floor,7,0.0,High,19,Friday,42,56.4,True,False,6,none,7.9,11.1,140.33
2025-06-17,2025-06-17 11:47:43,Zone_C,20,Mid,256.9,bulk_floor,13,2.0,Medium,11,Tuesday,24,56.3,False,False,3,none,4.7,8.1,145.76
2025-11-13,2025-11-13 15:44:19,Zone_C,35,Mid,223.2,bulk_floor,3,8.0,Low,15,Thursday,2,27.2,False,False,1,none,3.1,5.6,41.35
2025-07-11,2025-07-11 09:39:44,Zone_A,39,Floor,63.1,cold_storage,25,18.0,Medium,9,Friday,19,33.1,False,False,1,cold_gear,21.8,2.4,92.31
2025-12-26,2025-12-26 18:29:37,Zone_A,5,Floor,60.1,pallet_rack,17,14.0,Medium,18,Friday,34,28.2,False,True,1,none,3.0,8.5,61.65
2025-12-31,2025-12-31 16:56:19,Zone_C,12,Floor,278.2,cold_storage,0,0.0,Medium,16,Wednesday,14,24.7,False,True,1,cold_gear,0.9,11.0,93.15
2025-10-20,2025-10-20 21:14:39,Zone_B,27,Floor,191.2,cold_storage,0,0.0,Low,21,Monday,9,172.1,False,True,3,cold_gear,8.5,0.7,67.87
2025-06-27,2025-06-27 11:14:26,Zone_C,35,Floor,218.9,bulk_floor,18,14.0,High,11,Friday,41,155.2,False,False,1,none,1.7,5.3,134.73
2025-07-14,2025-07-14 22:50:40,Zone_A,15,Mid,71.5,pallet_rack,10,5.0,High,22,Monday,2,279.5,False,False,1,none,2.0,10.8,61.3
2025-06-09,2025-06-09 03:06:17,Zone_D,7,Floor,413.3,bulk_floor,2,0.0,Medium,3,Monday,25,138.1,False,False,1,none,0.7,7.1,84.51
2025-02-27,2025-02-27 19:48:25,Zone_D,4,Mid,450.0,bulk_floor,17,9.0,Medium,19,Thursday,39,18.5,False,False,1,none,5.1,,117.78
2025-10-28,2025-10-28 08:50:13,Zone_D,19,Mid,456.3,pallet_rack,8,10.0,Low,8,Tuesday,2,38.7,False,False,6,none,3.2,6.8,139.05
2025-05-05,2025-05-05 09:30:52,Zone_C,29,Mid,374.8,pallet_rack,19,9.0,Medium,9,Monday,3,397.6,True,False,2,none,0.1,3.2,160.23
2025-03-19,2025-03-19 16:34:48,Zone_B,24,Mid,161.4,pallet_rack,13,6.0,Medium,16,Wednesday,14,14.7,False,False,7,none,4.3,11.5,142.47
2025-09-30,2025-09-30 19:11:42,Zone_D,12,High,467.0,cold_storage,28,15.0,Medium,19,Tuesday,9,22.5,True,False,1,cold_gear,3.6,6.9,280.0
2025-03-11,2025-03-11 18:39:31,Zone_B,1,Mid,186.1,pallet_rack,11,0.0,Medium,18,Tuesday,13,72.3,False,False,2,none,5.0,10.3,64.08
2025-09-22,2025-09-22 20:22:00,Zone_C,6,Mid,367.6,pallet_rack,0,0.0,Low,20,Monday,28,316.0,False,False,1,cold_gear,2.7,7.3,72.91
2025-10-31,2025-10-31 16:38:13,Zone_B,13,Mid,134.6,bulk_floor,16,6.0,Low,16,Friday,22,95.8,False,False,9,none,3.0,7.7,128.35
2025-08-28,2025-08-28 09:06:56,Zone_A,5,Floor,129.0,bulk_floor,14,9.0,High,9,Thursday,43,211.3,False,False,6,none,3.2,1.2,152.11
2025-12-25,2025-12-25 10:45:54,Zone_C,9,Mid,362.0,pallet_rack,0,,Low,10,Thursday,97,431.9,False,False,1,none,1.0,1.9,60.69
2025-07-08,2025-07-08 20:28:58,Zone_D,20,Mid,479.1,cold_storage,5,4.0,Medium,20,Tuesday,50,16.0,False,True,2,cold_gear,9.1,2.6,121.98
2025-01-28,2025-01-28 17:28:30,Zone_C,30,Mid,283.9,pallet_rack,27,12.0,Medium,17,Tuesday,1,58.3,False,False,2,none,6.6,7.8,123.96
2025-08-28,2025-08-28 16:08:39,Zone_C,50,High,244.6,pallet_rack,10,12.0,Medium,16,Thursday,51,122.6,True,False,1,none,1.4,3.4,114.3
2025-03-27,2025-03-27 16:02:44,Zone_A,16,Mid,121.2,bulk_floor,4,0.0,High,16,Thursday,27,175.7,False,False,9,none,0.1,11.3,144.96
2025-02-20,2025-02-20 17:48:40,Zone_A,6,Floor,55.5,cold_storage,20,9.0,Medium,17,Thursday,4,58.5,True,False,6,none,3.2,5.0,129.29
2025-08-17,2025-08-17 17:19:52,Zone_A,41,Floor,88.4,pallet_rack,26,13.0,Low,17,Sunday,18,70.3,False,False,1,none,10.2,10.8,59.11
2025-08-04,2025-08-04 16:10:32,Zone_B,36,Mid,215.3,bulk_floor,21,7.0,Medium,16,Monday,12,2280.1,True,False,1,none,3.2,11.8,151.74
2025-03-12,2025-03-12 09:49:38,Zone_B,3,Floor,193.4,pallet_rack,27,10.0,Medium,9,Wednesday,24,138.0,False,False,1,none,4.9,6.1,66.51
2025-10-27,2025-10-27 12:49:13,Zone_C,50,High,307.4,pallet_rack,6,6.0,High,12,Monday,5,210.9,True,False,4,none,9.7,6.1,97.35
2025-11-12,2025-11-12 22:08:51,Zone_B,18,Mid,84.5,pallet_rack,18,4.0,Low,22,Wednesday,6,144.0,False,False,10,none,8.5,7.9,144.81
2025-06-27,2025-06-27 02:19:02,Zone_C,15,Mid,199.3,pallet_rack,6,4.0,Medium,2,Friday,23,60.5,False,False,1,none,13.8,1.1,54.14
2025-12-20,2025-12-20 23:50:40,Zone_C,25,Mid,301.0,pallet_rack,21,7.0,Medium,23,Saturday,6,150.9,False,False,2,hazmat_suit,4.6,10.1,114.76
2025-01-31,2025-01-31 00:22:39,Zone_B,50,Floor,252.4,cold_storage,10,4.0,Low,0,Friday,29,7.9,False,True,2,cold_gear,3.1,7.0,114.71
2025-02-27,2025-02-27 12:23:32,Zone_A,3,Mid,135.3,hazmat,0,2.0,Low,12,Thursday,10,40.5,True,False,1,hazmat_suit,6.3,10.7,63.87
2025-06-13,2025-06-13 04:21:42,Zone_A,29,Floor,65.3,hazmat,13,9.0,Low,4,Friday,1,33.7,True,False,7,hazmat_suit,7.4,5.6,125.69
2025-08-05,2025-08-05 10:34:02,Zone_C,33,Floor,271.4,hazmat,12,6.0,Medium,10,Tuesday,200,56.8,True,False,2,hazmat_suit,2.1,10.6,166.93
2025-01-21,2025-01-21 05:09:42,Zone_A,18,Floor,120.6,cold_storage,8,3.0,Low,5,Tuesday,2,241.2,False,True,1,cold_gear,7.5,5.0,78.09
2025-12-31,2025-12-31 19:35:37,Zone_C,11,Floor,274.6,bulk_floor,18,1.0,Medium,19,Wednesday,3,1092.8,True,True,7,none,2.6,0.1,131.53
2025-03-12,2025-03-12 12:51:25,Zone_C,31,Floor,346.2,cold_storage,24,15.0,Medium,12,Wednesday,30,12.3,True,False,2,cold_gear,23.8,11.4,144.27
2025-02-24,2025-02-24 09:47:22,Zone_D,3,Mid,373.9,pallet_rack,8,3.0,Medium,9,Monday,51,68.4,False,False,2,none,1.2,10.5,87.47
2025-01-31,2025-01-31 18:46:12,Zone_B,38,Floor,111.6,bulk_floor,8,1.0,Low,18,Friday,35,167.8,False,True,1,none,1.2,6.5,41.93
2025-11-19,2025-11-19 10:17:16,Zone_B,25,Mid,165.2,pallet_rack,3,0.0,High,10,Wednesday,20,210.4,False,False,4,none,2.5,3.6,71.86
2025-10-16,2025-10-16 19:28:49,Zone_C,19,Mid,328.4,pallet_rack,4,1.0,High,19,Thursday,22,45.8,False,False,1,none,4.8,0.5,70.24
2025-08-29,2025-08-29 23:25:08,Zone_B,35,Mid,132.1,hazmat,21,6.0,Low,23,Friday,2,47.3,True,False,2,hazmat_suit,1.0,8.6,118.89
2025-06-17,2025-06-17 06:23:28,Zone_C,23,Mid,318.7,pallet_rack,12,13.0,High,6,Tuesday,35,196.9,False,False,2,none,8.4,,107.13
2025-08-18,2025-08-18 21:19:26,Zone_D,26,Mid,407.2,bulk_floor,14,9.0,Low,21,Monday,13,76.5,False,False,2,none,4.5,7.0,115.01
2025-03-07,2025-03-07 11:58:51,Zone_C,47,Floor,250.5,pallet_rack,14,9.0,Medium,11,Friday,25,209.3,False,False,2,none,1.5,5.9,79.83
2025-11-28,2025-11-28 11:03:54,Zone_B,4,Mid,164.1,pallet_rack,8,6.0,Medium,11,Friday,5,17.3,False,False,1,none,3.0,1.2,44.99
2025-08-15,2025-08-15 05:33:34,Zone_C,46,Floor,253.3,pallet_rack,21,14.0,Medium,5,Friday,20,16.3,False,False,5,none,4.5,1.7,134.76
2025-02-17,2025-02-17 13:48:30,Zone_B,49,Mid,132.2,bulk_floor,14,5.0,Medium,13,Monday,28,133.0,False,False,1,none,0.3,5.4,72.75
2025-01-25,2025-01-25 08:59:53,Zone_C,7,Floor,237.0,bulk_floor,16,7.0,Medium,8,Saturday,25,30.6,False,False,1,none,3.7,2.2,74.91
2025-09-12,2025-09-12 14:05:50,Zone_B,15,High,144.8,bulk_floor,21,18.0,High,14,Friday,4,419.7,True,False,2,hazmat_suit,2.8,8.7,280.0
2025-11-05,2025-11-05 08:59:25,Zone_A,40,Mid,91.3,pallet_rack,25,13.0,Medium,8,Wednesday,35,53.7,False,False,1,none,2.3,1.3,66.45
2025-07-08,2025-07-08 16:41:19,Zone_B,44,Mid,196.2,bulk_floor,14,12.0,Medium,16,Tuesday,7,311.5,False,True,2,none,1.8,6.8,95.18
2025-03-31,2025-03-31 19:17:19,Zone_A,24,High,9.0,cold_storage,13,0.0,Low,19,Monday,47,192.8,True,True,1,cold_gear,4.9,7.8,90.65
2025-07-07,2025-07-07 20:40:57,Zone_C,13,Floor,391.9,bulk_floor,2,4.0,Medium,20,Monday,12,144.5,False,False,1,none,0.0,6.5,77.25
2025-10-08,2025-10-08 15:31:19,Zone_A,27,Mid,96.9,pallet_rack,0,0.0,High,15,Wednesday,17,174.7,False,True,3,none,4.7,3.3,58.23
2025-04-27,2025-04-27 05:21:43,Zone_A,47,Floor,80.1,bulk_floor,9,0.0,Low,5,Sunday,26,39.1,False,False,3,none,11.9,1.4,35.18
2025-11-24,2025-11-24 17:50:46,Zone_C,38,Mid,217.8,bulk_floor,14,9.0,Medium,17,Monday,26,179.6,False,False,1,none,3.2,10.4,78.83
2025-09-11,2025-09-11 15:27:43,Zone_B,21,Floor,160.7,pallet_rack,2,1.0,High,15,Thursday,4,168.0,False,False,2,none,6.2,8.5,66.31
2025-12-22,2025-12-22 16:01:50,Zone_B,41,Mid,177.8,pallet_rack,0,0.0,Medium,16,Monday,5,837.0,True,False,1,cold_gear,0.4,8.1,64.23
2025-08-08,2025-08-08 23:20:34,Zone_C,3,Mid,293.2,pallet_rack,8,2.0,Medium,23,Friday,49,172.7,False,False,2,none,2.9,11.6,72.89
2025-02-26,2025-02-26 23:42:39,Zone_B,37,Floor,90.8,pallet_rack,8,4.0,Low,23,Wednesday,2,624.1,False,False,5,none,8.6,0.8,67.14
2025-02-14,2025-02-14 23:04:51,Zone_D,30,Floor,336.0,pallet_rack,21,13.0,High,23,Friday,20,61.3,False,False,2,none,3.0,7.5,131.58
2025-11-06,2025-11-06 16:28:19,Zone_C,7,Mid,342.4,pallet_rack,5,5.0,Low,16,Thursday,41,190.3,False,False,1,none,5.7,4.8,69.35
2025-04-04,2025-04-04 16:20:11,Zone_C,13,High,286.0,pallet_rack,13,7.0,Low,16,Friday,11,19.9,True,False,1,none,3.1,6.0,87.17
2025-11-03,2025-11-03 08:36:37,Zone_D,11,Mid,375.8,pallet_rack,14,7.0,Medium,8,Monday,10,14.5,False,False,5,none,8.3,10.8,150.34
2025-06-02,2025-06-02 11:57:19,Zone_C,10,Floor,270.1,pallet_rack,10,10.0,High,11,Monday,5,94.7,True,False,1,none,2.0,2.7,132.35
2025-10-06,2025-10-06 18:50:45,Zone_C,17,Floor,300.5,bulk_floor,18,12.0,Medium,18,Monday,35,171.5,False,False,1,none,9.3,10.5,111.14
2025-07-21,2025-07-21 18:56:23,Zone_A,15,Mid,141.2,bulk_floor,33,11.0,High,18,Monday,31,406.2,False,False,1,none,1.2,7.4,112.37
2025-11-20,2025-11-20 09:03:08,Zone_C,14,Floor,216.7,cold_storage,31,20.0,Low,9,Thursday,11,462.2,False,False,3,none,0.1,3.7,134.16
2025-09-01,2025-09-01 23:48:11,Zone_B,29,High,187.7,hazmat,28,21.0,Medium,23,Monday,11,112.7,True,False,5,hazmat_suit,8.1,10.8,244.28
2025-11-18,2025-11-18 08:33:25,Zone_A,4,Floor,93.3,bulk_floor,10,8.0,High,8,Tuesday,19,32.0,False,False,2,none,10.7,11.2,51.97
2025-12-25,2025-12-25 19:51:54,Zone_C,29,Floor,222.2,pallet_rack,12,8.0,Medium,19,Thursday,61,59.1,False,False,1,none,1.9,7.2,66.66
2025-07-09,2025-07-09 23:06:17,Zone_C,48,Floor,314.6,cold_storage,16,10.0,Low,23,Wednesday,18,25.9,False,False,2,cold_gear,6.4,7.0,128.47
2025-03-04,2025-03-04 16:43:37,Zone_A,43,Floor,86.4,pallet_rack,7,3.0,Medium,16,Tuesday,7,69.5,False,False,6,none,3.6,2.5,71.94
2025-03-21,2025-03-21 14:37:11,Zone_C,13,Mid,302.7,pallet_rack,11,8.0,High,14,Friday,13,4.2,True,True,3,none,10.3,1.4,93.01
2025-01-03,2025-01-03 13:54:34,Zone_C,14,Mid,255.2,hazmat,32,22.0,High,13,Friday,4,44.1,True,False,2,hazmat_suit,0.2,0.6,280.0
2025-07-09,2025-07-09 01:03:05,Zone_D,18,Floor,311.6,bulk_floor,10,6.0,High,1,Wednesday,18,67.3,False,False,3,none,0.2,2.6,132.3
2025-08-29,2025-08-29 17:29:23,Zone_A,14,Mid,43.6,cold_storage,8,10.0,Medium,17,Friday,1,32.4,False,False,2,cold_gear,12.1,9.9,67.16
2025-11-28,2025-11-28 18:14:12,Zone_B,17,Floor,182.7,pallet_rack,15,1.0,Medium,18,Friday,4,261.8,False,False,5,none,0.2,9.4,86.08
2025-11-11,2025-11-11 12:02:26,Zone_C,22,High,282.6,bulk_floor,11,7.0,Medium,12,Tuesday,1,99.6,True,False,4,none,1.0,7.4,112.2
2025-11-20,2025-11-20 07:14:38,Zone_B,26,Floor,163.7,pallet_rack,16,10.0,Low,7,Thursday,10,39.7,False,False,1,none,2.7,8.0,54.51
2025-12-26,2025-12-26 19:06:19,Zone_A,29,Mid,46.7,pallet_rack,13,9.0,Low,19,Friday,3,754.0,False,,8,none,6.5,0.7,123.41
2025-01-27,2025-01-27 15:39:46,Zone_A,9,Floor,71.8,pallet_rack,13,5.0,High,15,Monday,16,293.7,False,False,4,none,12.6,5.4,64.64
2025-05-26,2025-05-26 15:30:19,Zone_C,31,Floor,336.4,cold_storage,25,12.0,Medium,15,Monday,16,9.5,False,False,3,cold_gear,0.1,10.5,176.44
